price_segment,row_count,linear_mape,advanced_mape,linear_mdape,advanced_mdape
<$300k,279,2.717213453944687,1.5136930447008337,0.5792531042419907,0.05308455188679245
$300k-$500k,1419,0.33349030809607744,0.03610421769165262,0.18845946474194228,0.022012881097560975
$500k-$1M,4897,0.21881429927934332,0.03193069097923644,0.12222382519494443,0.02154481907894737
$1M-$3M,4686,0.12465807742889974,0.04183051584303271,0.07107020521931101,0.028189905923927318
$3M+,740,0.08846076494773157,0.06341402243540926,0.06689574623916814,0.04036426915080761
